PERIODO;COD;DESCRIPCION;LABORATORIO;COSTO;UND_VEND;VLR_VENTA;UTILIDAD;RENTABILIDAD;CLASIFICACION;PRECIO_UNITARIO;COSTO_UNITARIO;MARGEN_UNITARIO
JUNIO-2025;9529;NULYTELY X 4 SOBRES ***;TECNOFARMA;174023.0;3.0;237000.0;62977.0;26.57;ALTO;79000.0;58007.67;20992.33
JUNIO-2025;5197;ADVIL CHILDREN X 60 ML;PFIZER;284170.0;15.0;387000.0;102830.0;26.57;ALTO;25800.0;18944.67;6855.33
JUNIO-2025;2195;DICLOXACILINA 500 MG X 50 CAPS;AMERICAN G;216675.0;8.0;295200.0;78525.0;26.6;ALTO;36900.0;27084.38;9815.62
JUNIO-2025;5093;EMULSION SCOTT X 180 ML;GLAXO;74870.0;6.0;102000.0;27130.0;26.6;ALTO;17000.0;12478.33;4521.67
JUNIO-2025;3306;LOSARTAN 100 MG X 30 TAB;MEMPHIS;83653.0;10.0;114000.0;30347.0;26.62;ALTO;11400.0;8365.3;3034.7
JUNIO-2025;9000794;OXIMETAZOLINA 0.25% X 15 ML***;LABORATORIOS;44000.0;8.0;60000.0;16000.0;26.67;ALTO;7500.0;5500.0;2000.0
JUNIO-2025;6707;ENSURE ADVANCE X 850 GR VAINILLA;ABBOTT;2759400.0;34.0;3767200.0;1007800.0;26.75;ALTO;110800.0;81158.82;29641.18
JUNIO-2025;9000490;WASSERTROL GOTAS X 5ML;WASSER;1192794.0;98.0;1628660.0;435866.0;26.76;ALTO;16618.98;12171.37;4447.61
JUNIO-2025;2475;ALCOHOL ANTISEPTICO X 120 ML;JGB;43932.0;15.0;60000.0;16068.0;26.78;ALTO;4000.0;2928.8;1071.2
JUNIO-2025;7277;CLONIDINA 150 MCG X 20 TAB ***;TECNOQUIMICAS;48600.0;18.0;66400.0;17800.0;26.81;ALTO;3688.89;2700.0;988.89
JUNIO-2025;2879;HIOSCINA N-BUTIL 10 MG X 400 TAB;LAPROFF;239330.0;2.0;327000.0;87670.0;26.81;ALTO;163500.0;119665.0;43835.0
JUNIO-2025;1426;CLOTRIMAZOL CREMA TOPICA X 40 GR**;FARMIONI;79161.0;25.0;108160.0;28999.0;26.81;ALTO;4326.4;3166.44;1159.96
JUNIO-2025;5950;LINAZA EN PEPA X 50 SOBRES;PRODUCTOS ADRIANA;21950.0;2.0;30000.0;8050.0;26.83;ALTO;15000.0;10975.0;4025.0
JUNIO-2025;9000820;ACEITE CAPILAR DE ARGAN X 35 ML;LIKE COLOR;39063.0;6.0;53400.0;14337.0;26.85;ALTO;8900.0;6510.5;2389.5
JUNIO-2025;4247;CARBAMAZEPINA 200 MG X 30 TAB;LAPROFF;11365.0;1.0;15550.0;4185.0;26.91;ALTO;15550.0;11365.0;4185.0
JUNIO-2025;4034;NITAZOXANIDA 100 MG X 60 ML (XINPA);WHESTHER;37050.0;3.0;50700.0;13650.0;26.92;ALTO;16900.0;12350.0;4550.0
JUNIO-2025;1190;YODOPOVIDONA ESPUMA X 60 ML (BACTRODERM;ECAR;136449.0;24.0;186750.0;50301.0;26.93;ALTO;7781.25;5685.38;2095.87
JUNIO-2025;2697;JARABE CALENDULA X 180 ML;LAB MEDICK S.A.S;29080.0;2.0;39800.0;10720.0;26.93;ALTO;19900.0;14540.0;5360.0
JUNIO-2025;3210;NUTRAGUM KIDS GOMAS X 45 SOBRES;SUPLE GREEN;220944.0;26.0;302400.0;81456.0;26.94;ALTO;11630.77;8497.85;3132.92
JUNIO-2025;4099;VASELINA X LIBRA;LAB OSA;72669.0;5.0;99500.0;26832.0;26.97;ALTO;19900.0;14533.8;5366.2
JUNIO-2025;5241;TINTE IRIS X 9 GR NEGRO;LAB LEON;84096.0;36.0;115200.0;31104.0;27.0;ALTO;3200.0;2336.0;864.0
JUNIO-2025;4493;ENTEROGERMINA X 10 AMPOLLLAS;SANOFI;1239563.0;25.0;1698500.0;458937.0;27.02;ALTO;67940.0;49582.52;18357.48
JUNIO-2025;3359;METROXAZIDE X 120 ML;LABQUIFAR;269378.0;19.0;369150.0;99772.0;27.03;ALTO;19428.95;14177.79;5251.16
JUNIO-2025;6094;LIDOCAINA CARPULES X 50 UND (NEWCAINA);NEW FHARMA;993958.0;14.0;1362200.0;368242.0;27.03;ALTO;97300.0;70997.0;26303.0
JUNIO-2025;9000542;DURAFEX MUSCULAR ADVANCE X 18 CAPS;TECNOQUIMICAS;585121.0;14.0;802200.0;217079.0;27.06;ALTO;57300.0;41794.36;15505.64
JUNIO-2025;560;SULTAMICILINA 250 MG X 100 ML (BACMICINE;LABQUIFAR;92331.0;2.0;126600.0;34269.0;27.07;ALTO;63300.0;46165.5;17134.5
JUNIO-2025;9000921;JANUMET 50/1000 MG X 56 TAB (SITAGLIPTI;INS NEUR;588000.0;6.0;806400.0;218400.0;27.08;ALTO;134400.0;98000.0;36400.0
JUNIO-2025;9000921;JANUMET 50/1000 MG X 56 TAB (SITAGLIPTI;MSD;588000.0;6.0;806400.0;218400.0;27.08;ALTO;134400.0;98000.0;36400.0
JUNIO-2025;2367;NEURO 15 FOSFORO X 20 CAPS;INCOBRA;946597.0;13.0;1298700.0;352103.0;27.11;ALTO;99900.0;72815.15;27084.85
JUNIO-2025;1147;TIAMINA 300 MG X 250 TAB;ECAR;178812.0;6.0;245400.0;66588.0;27.13;ALTO;40900.0;29802.0;11098.0
JUNIO-2025;5784;ALBENDAZOL 200 MG X 50 TAB;LAPROFF;51362.0;3.0;70500.0;19139.0;27.15;ALTO;23500.0;17120.67;6379.33
JUNIO-2025;5337;VITAMINA C 500 MG X 144 TAB TUTTI FRUTI;ECAR;128910.0;6.0;177000.0;48090.0;27.17;ALTO;29500.0;21485.0;8015.0
JUNIO-2025;1391;KRODEX F COMPUESTO X 120 ML;MEDICBRAND;207000.0;9.0;284250.0;77250.0;27.18;ALTO;31583.33;23000.0;8583.33
JUNIO-2025;1226;JERINGA DE 5 ML 21 X 1 1/2 X100;ETERNA;41176.0;2.0;56600.0;15424.0;27.25;ALTO;28300.0;20588.0;7712.0
JUNIO-2025;867;DERMACOL UNGUENTO *IVA*;LAURENTI;108446.0;17.0;149100.0;40654.0;27.27;ALTO;8770.59;6379.18;2391.41
JUNIO-2025;9000625;TADALAFILO 20 MG X 4 TAB (VERELIS);LABQUIFAR;55531.0;7.0;76400.0;20869.0;27.32;ALTO;10914.29;7933.0;2981.29
JUNIO-2025;6694;UROVITAL X 60 CAPS;NATURAL FRESHLY;155500.0;5.0;214000.0;58500.0;27.34;ALTO;42800.0;31100.0;11700.0
JUNIO-2025;2838;LORATADINA JARABE X 100 ML;LAPROFF;81387.0;19.0;112100.0;30714.0;27.4;ALTO;5900.0;4283.53;1616.47
JUNIO-2025;3339;AMITRIPTILINA 25 MG X 30 TAB;MEMPHIS;3775.0;1.0;5200.0;1425.0;27.4;ALTO;5200.0;3775.0;1425.0
JUNIO-2025;1536;AMLODIPINO 5 MG X 10 TAB;MEMPHIS;4570.0;3.0;6300.0;1730.0;27.46;ALTO;2100.0;1523.33;576.67
JUNIO-2025;2487;JABON DE MIEL EXFOLIANTE X 100 GR;SAMARA;65848.0;8.0;90800.0;24952.0;27.48;ALTO;11350.0;8231.0;3119.0
JUNIO-2025;6758;LOSARTAN 50 MG X 900 TAB ***;GENFAR;188000.0;4.0;259350.0;71350.0;27.51;ALTO;64837.5;47000.0;17837.5
JUNIO-2025;17;FUNGISTEROL SUSP X 60 ML (KETOCONAZOL;LABQUIFAR;107406.0;19.0;148200.0;40794.0;27.53;ALTO;7800.0;5652.95;2147.05
JUNIO-2025;9000318;RECOLECTOR DE ORINA PEDIATRICO X 25 UNID;LABORATORIOS;73529.0;7.0;101500.0;27971.0;27.56;ALTO;14500.0;10504.14;3995.86
JUNIO-2025;3613;NEOFUNGINA TALCO X 100 GR;NEO;694253.0;26.0;959400.0;265147.0;27.64;ALTO;36900.0;26702.04;10197.96
JUNIO-2025;348;"SALBUTAMOL ""SACRUSYT"" INHA X 200 DOSIS";BCN;919848.0;108.0;1271800.0;351953.0;27.67;ALTO;11775.93;8517.11;3258.82
JUNIO-2025;7034;PODOFILINA SOLUCION X 5 ML (CONDILOM) *;BUSSIE;112518.0;4.0;155600.0;43082.0;27.69;ALTO;38900.0;28129.5;10770.5
JUNIO-2025;1443;METRONIDAZOL 500 MG X 200 OVULOS**;COLMED;280264.0;4.0;387600.0;107336.0;27.69;ALTO;96900.0;70066.0;26834.0
JUNIO-2025;392;JABON DE PAPAYA X 90 GR;NATURAL FRESHLY;25434.0;4.0;35200.0;9766.0;27.74;ALTO;8800.0;6358.5;2441.5
JUNIO-2025;4561;ACICLOVIR 800 MG X 10 TAB (ACTIVIRAL);LABQUIFAR;59605.0;5.0;82500.0;22895.0;27.75;ALTO;16500.0;11921.0;4579.0
JUNIO-2025;6611;NITAZOXANIDA 100 MG X 60 ML (LARVISOL);ARMOFAR;275679.0;12.0;381600.0;105921.0;27.76;ALTO;31800.0;22973.25;8826.75
JUNIO-2025;6398;CIRUELAX MINITABS X 40 TAB;GARDEN HOUSE;168597.0;6.0;233400.0;64803.0;27.76;ALTO;38900.0;28099.5;10800.5
JUNIO-2025;1422;ESPASMO SILIGAS GOTAS X 30 ML;INCOBRA;28604.0;1.0;39600.0;10996.0;27.77;ALTO;39600.0;28604.0;10996.0
JUNIO-2025;3087;SAL DE INGLATERRA X 50 SOBRES;PRODUCTOS ADRIANA;62832.0;6.0;87000.0;24168.0;27.78;ALTO;14500.0;10472.0;4028.0
JUNIO-2025;6888;TIAMINA 1 GR 10 ML X AMP;ECAR;130337.0;19.0;180500.0;50163.0;27.79;ALTO;9500.0;6859.84;2640.16
JUNIO-2025;2235;DESLORATADINA 5 MG X 10 TAB;LAPROFF;163252.0;33.0;226100.0;62848.0;27.8;ALTO;6851.52;4947.03;1904.49
JUNIO-2025;4036;MANTECA DE CACAO MINILABIAL X 12 *IVA*;PRODUCTOS ADRIANA;50001.0;7.0;69300.0;19299.0;27.85;ALTO;9900.0;7143.0;2757.0
JUNIO-2025;3107;ACIDO SALICILICO X 50 SOBRES;PRODUCTOS ADRIANA;122854.0;8.0;170400.0;47546.0;27.9;ALTO;21300.0;15356.75;5943.25
JUNIO-2025;9000404;BARDOT RUBOR VANITY #6 X 4 GR;BARDOT;11458.0;3.0;15900.0;4442.0;27.94;ALTO;5300.0;3819.33;1480.67
JUNIO-2025;3969;DOLOFEN 500 MG X 60 CAP;PROCAPS;230100.0;10.0;319400.0;89300.0;27.96;ALTO;31940.0;23010.0;8930.0
JUNIO-2025;7031;PEDIAVIT SOLUCION X 10 ML;PROCAPS;347564.0;25.0;482500.0;134936.0;27.97;ALTO;19300.0;13902.56;5397.44
JUNIO-2025;9000927;ALUMBRE EN BARRA X 30 GR;LAB LEON;36288.0;24.0;50400.0;14114.0;28.0;ALTO;2100.0;1512.0;588.0
JUNIO-2025;2371;NEURO 15 JARABE X 120 ML;INCOBRA;27708.0;1.0;38500.0;10792.0;28.03;ALTO;38500.0;27708.0;10792.0
JUNIO-2025;6098;ADVIL GRIPA MAX X 40 CAPS;PFIZER;552000.0;8.0;767200.0;215200.0;28.05;ALTO;95900.0;69000.0;26900.0
JUNIO-2025;6025;VENDA ELASTICA 3 X 5 BLANCA;ZIBOJECT;24820.0;17.0;34500.0;9680.0;28.06;ALTO;2029.41;1460.0;569.41
JUNIO-2025;6278;MUPIROSINA 2% UNGX 15 GR(PRESIDERM);MEDIHEALTH;462000.0;28.0;642200.0;180200.0;28.06;ALTO;22935.71;16500.0;6435.71
JUNIO-2025;3001;TRIMICOR CREMA X 40 GRS(CLOBETZOL);PROFMA;86800.0;7.0;120700.0;33900.0;28.09;ALTO;17242.86;12400.0;4842.86
JUNIO-2025;2692;COLAGENO + BIOTINA X 60 CAPS;LAB MEDICK S.A.S;19765.0;1.0;27500.0;7735.0;28.13;ALTO;27500.0;19765.0;7735.0
JUNIO-2025;84;BENLIC CREMA X 40 GRS ( BETA-CLOT-NEO);PROFMA;157300.0;11.0;218900.0;61600.0;28.14;ALTO;19900.0;14300.0;5600.0
JUNIO-2025;6803;LOMOTIL X 48 TAB ***;GRUNENTHAL;660000.0;11.0;918500.0;258500.0;28.14;ALTO;83500.0;60000.0;23500.0
JUNIO-2025;7135;VITAMINA C + ZINC + B2 X 20 TAB EFERVES;LABORATORIOS;335902.0;25.0;468100.0;132199.0;28.24;ALTO;18724.0;13436.08;5287.92
JUNIO-2025;6218;IBUPROFENO 400 MG X 300 TAB;LAPROFF;42900.0;1.0;59800.0;16900.0;28.26;ALTO;59800.0;42900.0;16900.0
JUNIO-2025;6453;HIDROXICINA 25 MG X 20 TAB;MEMPHIS;44967.0;13.0;62700.0;17734.0;28.28;ALTO;4823.08;3459.0;1364.08
JUNIO-2025;651;LAGRIKOV GOTAS X 5 ML (CARBOXIMETIL);BLASKOV;227107.0;32.0;316800.0;89693.0;28.31;ALTO;9900.0;7097.09;2802.91
JUNIO-2025;2632;FORMOL X ONZA;LAB LEON;64260.0;3.0;89700.0;25440.0;28.36;ALTO;29900.0;21420.0;8480.0
JUNIO-2025;2834;METRONIDAZOL 500 MG X 300 TAB;LAPROFF;46914.0;1.0;65500.0;18586.0;28.38;ALTO;65500.0;46914.0;18586.0
JUNIO-2025;6477;COLOR 1 PASTILLA NEGRO;LIKE COLOR;60073.0;48.0;84000.0;23927.0;28.48;ALTO;1750.0;1251.52;498.48
JUNIO-2025;6626;CITRATO DE MAGNESIO X 90 CAPS;LAB MEDICK S.A.S;64071.0;2.0;89600.0;25529.0;28.49;ALTO;44800.0;32035.5;12764.5
JUNIO-2025;217;ACETAMINOFEN JARABE X 100 ML (CRONOFEN);NOVAMED;72068.0;6.0;100800.0;28732.0;28.5;ALTO;16800.0;12011.33;4788.67
JUNIO-2025;9000852;TALCO YODORA 120+90 GR;TECNOQUIMICAS;30022.0;2.0;42000.0;11978.0;28.52;ALTO;21000.0;15011.0;5989.0
JUNIO-2025;6887;NEOFUNGINA TALCO X 40 GR;NEO;422598.0;35.0;591500.0;168902.0;28.55;ALTO;16900.0;12074.23;4825.77
JUNIO-2025;1887;HEPATODREN X 60 CAPS;NATURAL FRESHLY;241029.0;9.0;337500.0;96471.0;28.58;ALTO;37500.0;26781.0;10719.0
JUNIO-2025;3227;ALCANFOR X 36 UND;LAB LEON;124615.0;5.0;174500.0;49885.0;28.59;ALTO;34900.0;24923.0;9977.0
JUNIO-2025;9000734;ZOPICLONA 7.5 MG X 50 TAB;LAPROFF;17090.0;1.0;23950.0;6860.0;28.64;ALTO;23950.0;17090.0;6860.0
JUNIO-2025;6759;FENOVAS 20 MG X 30 CAPS**;PROCAPS;235000.0;5.0;329400.0;94400.0;28.66;ALTO;65880.0;47000.0;18880.0
JUNIO-2025;7296;DICLOFENACO 75 MG X 5 AMP (VOLTAREN) **;NOVARTIS;2051131.0;45.0;2876000.0;824869.0;28.68;ALTO;63911.11;45580.69;18330.42
JUNIO-2025;7237;HEMOCYTON ELIXIR X 340 ML ***;TECNOQUIMICAS;332800.0;26.0;466700.0;133900.0;28.69;ALTO;17950.0;12800.0;5150.0
JUNIO-2025;3327;TRAMADOL 50 MG X 10 CAPS;MEMPHIS;90125.0;16.0;126400.0;36275.0;28.7;ALTO;7900.0;5632.81;2267.19
JUNIO-2025;6488;GEL REFRESCANTE MARIA JUANA X 110 GR;LIKE COLOR;43065.0;13.0;60400.0;17335.0;28.7;ALTO;4646.15;3312.69;1333.46
JUNIO-2025;9000036;BETOPROLOL 100 MG X 30 TAB***;ROPSOHN;72000.0;16.0;101000.0;29000.0;28.71;ALTO;6312.5;4500.0;1812.5
JUNIO-2025;4768;AZITROMICINA 500 MG X 3 TAB (IMPOFIN);COMERLAT;197085.0;35.0;276500.0;79415.0;28.72;ALTO;7900.0;5631.0;2269.0
JUNIO-2025;4249;SILDENAFIL 50 MG X 2 TAB (GELPIN FAST);EUROFARMA;86359.0;24.0;121200.0;34841.0;28.75;ALTO;5050.0;3598.29;1451.71
JUNIO-2025;360;AMOXICILINA 250 MG X 100 ML;LA SANTE;502280.0;91.0;705250.0;202970.0;28.78;ALTO;7750.0;5519.56;2230.44
JUNIO-2025;2108;DOLEX ACTIVGEL X 20 CAPS;GLAXO;100206.0;4.0;140800.0;40594.0;28.83;ALTO;35200.0;25051.5;10148.5
JUNIO-2025;7234;HERREX FOL X 30 TAB ***;GRUPO FARMA;558000.0;9.0;784100.0;226100.0;28.84;ALTO;87122.22;62000.0;25122.22
JUNIO-2025;2478;CITROMEL FCO X 310 ML;JGB;255167.0;11.0;358600.0;103433.0;28.84;ALTO;32600.0;23197.0;9403.0
JUNIO-2025;7230;DERMOCUAD CREMA TUBO X 20 GR ***;TECNOQUIMICAS;133000.0;10.0;187000.0;54000.0;28.88;ALTO;18700.0;13300.0;5400.0
JUNIO-2025;9000560;TINTURA DE RUIBARBO X ONZ;PRODUCTOS ADRIANA;18485.0;1.0;26000.0;7515.0;28.9;ALTO;26000.0;18485.0;7515.0
JUNIO-2025;6666;ALBISEC ONE X 6 TAB ***;PROCAPS;471684.0;10.0;663600.0;191916.0;28.92;ALTO;66360.0;47168.4;19191.6
JUNIO-2025;7101;TOBRACORT GOTAS X 6 ML (TOBRAMI + DEXA);PROCAPS;85294.0;8.0;120000.0;34706.0;28.92;ALTO;15000.0;10661.75;4338.25
JUNIO-2025;4454;TRAMADOL 50 MG X 10 AMP;FARMIONI;6325.0;1.0;8900.0;2575.0;28.93;ALTO;8900.0;6325.0;2575.0
JUNIO-2025;7329;ACETILCISTEINA SUSP X 75 ML (AFLUX) ***;TECNOQUIMICAS;24000.0;2.0;33800.0;9800.0;28.99;ALTO;16900.0;12000.0;4900.0
JUNIO-2025;6429;FLUBENDAZOL 500 MG X 1 TAB (FERITREX);QUIMICA PATRIC;49704.0;4.0;70000.0;20296.0;28.99;ALTO;17500.0;12426.0;5074.0
JUNIO-2025;1897;HEPATODREN X 240 ML;NATURAL FRESHLY;181445.0;10.0;255600.0;74156.0;29.01;ALTO;25560.0;18144.5;7415.5
JUNIO-2025;5594;TOR CREMA PROCTOLOGICA X 10 GR;BLASKOV;25770.0;3.0;36300.0;10530.0;29.01;ALTO;12100.0;8590.0;3510.0
JUNIO-2025;2821;LORATADINA 10 MG X 400 TAB;LAPROFF;217572.0;6.0;306600.0;89028.0;29.04;ALTO;51100.0;36262.0;14838.0
JUNIO-2025;7299;ASPIRADOR NASAL CORCHITO X UND (0552-022;LABORATORIOS;55624.0;16.0;78400.0;22776.0;29.05;ALTO;4900.0;3476.5;1423.5
JUNIO-2025;6105;ESPARADRAPO HOSPITALARIO TACO;TECNOQUIMICAS;155100.0;2.0;218600.0;63500.0;29.05;ALTO;109300.0;77550.0;31750.0
JUNIO-2025;714;DULCOLAX 5 MG X 20 TAB;BOEHRINGER;21778.0;1.0;30700.0;8922.0;29.06;ALTO;30700.0;21778.0;8922.0
JUNIO-2025;9000405;BARDOT RUBOR RED #4 X 4 GR;BARDOT;10640.0;3.0;15000.0;4360.0;29.07;ALTO;5000.0;3546.67;1453.33
JUNIO-2025;9001237;CEFALEXINA 500 MG X 20 CAPS;LA SANTE;54876.0;6.0;77400.0;22524.0;29.1;ALTO;12900.0;9146.0;3754.0
JUNIO-2025;9001358;LEVOCETIRIZINA 5 MG X 10 TAB**;LA SANTE;8400.0;3.0;11850.0;3450.0;29.11;ALTO;3950.0;2800.0;1150.0
JUNIO-2025;6709;ENSURE POLVO X 400 GR VAINILLA;ABBOTT;562500.0;15.0;793500.0;231000.0;29.11;ALTO;52900.0;37500.0;15400.0
JUNIO-2025;3149;CUCHILLA BISTURI # 12 *IVA*;LINEA MEDICA;16158.0;38.0;22800.0;6642.0;29.13;ALTO;600.0;425.21;174.79
JUNIO-2025;7322;ALOPURINOL 100 MG X 30 TAB;MEMPHIS;34653.0;3.0;48900.0;14247.0;29.13;ALTO;16300.0;11551.0;4749.0
JUNIO-2025;2693;VALERIANA + PASIFLORA GOTAS X 60 ML;LAB MEDICK S.A.S;82899.0;9.0;117000.0;34101.0;29.15;ALTO;13000.0;9211.0;3789.0
JUNIO-2025;4509;MAGNESIA GUILLOT X 50 SOBRES;INCOBRA;78310.0;2.0;110600.0;32290.0;29.2;ALTO;55300.0;39155.0;16145.0
JUNIO-2025;851;CHUPO SILICONA # 2 (0019-1025) CORCHITO;LABORATORIOS;11890.0;28.0;16800.0;4910.0;29.23;ALTO;600.0;424.64;175.36
JUNIO-2025;9000842;MELOXICAM 15 MG X 5 AMP***;GENFAR;138662.0;20.0;196000.0;57338.0;29.25;ALTO;9800.0;6933.1;2866.9
JUNIO-2025;9000385;CEFALEXINA 250 MG X 100 ML (CEPRAX);ANGLOPHARMA;185913.0;12.0;262800.0;76887.0;29.26;ALTO;21900.0;15492.75;6407.25
JUNIO-2025;1122;TESTOVIRON 250 MG X 1 ML AMP***;BAYER;319000.0;11.0;451000.0;132000.0;29.27;ALTO;41000.0;29000.0;12000.0
JUNIO-2025;422;FUNGISTEROL SHAMPOO X 100 ML (KETOCONAZO;LABQUIFAR;274795.0;21.0;388500.0;113705.0;29.27;ALTO;18500.0;13085.48;5414.52
JUNIO-2025;6794;CALENDULA 500 MG X 30 CAPS (PAZYDOL);NATURAL FRESHLY;28643.0;3.0;40500.0;11857.0;29.28;ALTO;13500.0;9547.67;3952.33
JUNIO-2025;1558;COMPRESAS 45 X 45 ESTERIL X 5 UND;ZIBOJECT;14000.0;2.0;19800.0;5800.0;29.29;ALTO;9900.0;7000.0;2900.0
JUNIO-2025;7273;PERIACTIN JARABE X 180 ML ***;TECNOQUIMICAS;102500.0;5.0;145000.0;42500.0;29.31;ALTO;29000.0;20500.0;8500.0
JUNIO-2025;9000086;CLINDAMICINA 300 MG X 24 CAPS***;GENFAR;136000.0;8.0;192400.0;56400.0;29.31;ALTO;24050.0;17000.0;7050.0
JUNIO-2025;6425;OXACILINA 1 GR X AMPOLLA;LAB DELTA;208499.0;100.0;295000.0;86501.0;29.32;ALTO;2950.0;2084.99;865.01
JUNIO-2025;9001112;PROTECTOR DE PEZON X UND (1191);LABORATORIOS;29111.0;5.0;41200.0;12089.0;29.34;ALTO;8240.0;5822.2;2417.8
JUNIO-2025;342;AMOXICILINA 500 MG X 50 CAPS;LA SANTE;446592.0;32.0;632050.0;185458.0;29.34;ALTO;19751.56;13956.0;5795.56
JUNIO-2025;6961;ALBISAN *SUCRALFATO SUSP X 200 ML ***;INCOBRA;509803.0;19.0;721734.0;211930.0;29.36;ALTO;37986.0;26831.74;11154.26
JUNIO-2025;5038;ACTIVOX ICE X 12 SOBRES X 4 TAB;NATURAL FRESHLY;106967.0;6.0;151450.0;44483.0;29.37;ALTO;25241.67;17827.83;7413.84
JUNIO-2025;2954;AZITROMICINA 200 MG X 15 ML (AZTROBAC);LABQUIFAR;146172.0;15.0;207000.0;60828.0;29.39;ALTO;13800.0;9744.8;4055.2
JUNIO-2025;9000489;TRIMETOPRIM 40/200 MG X 120 ML (SUPRIBAC;BIOQUIFAR;46164.0;6.0;65400.0;19236.0;29.41;ALTO;10900.0;7694.0;3206.0
JUNIO-2025;2729;ATORVASTATINA 40 MG X 30 TAB;LAPROFF;35288.0;2.0;50000.0;14712.0;29.42;ALTO;25000.0;17644.0;7356.0
JUNIO-2025;5742;CIPROFLOXACINO 500 MG X 10 TAB (PLURIGRA;QUIMICA PATRIC;404349.0;54.0;573000.0;168651.0;29.43;ALTO;10611.11;7487.94;3123.17
JUNIO-2025;9000753;SWEAT CLINICAL CONTROL X 50 ML;NATURAL FRESHLY;27087.0;2.0;38400.0;11313.0;29.46;ALTO;19200.0;13543.5;5656.5
JUNIO-2025;2150;FLUBENDAZOL SUSP X 30 ML (FERITREX);QUIMICA PATRIC;41262.0;3.0;58500.0;17238.0;29.47;ALTO;19500.0;13754.0;5746.0
JUNIO-2025;9001126;GINKGO BILOBA 80 MG X 60 CAPS;TOTALMAX;23274.0;3.0;33000.0;9726.0;29.47;ALTO;11000.0;7758.0;3242.0
JUNIO-2025;4399;JERINGA DE 3 ML 21 X 1 1/2 X 100 UND;ZIBOJECT;19741.0;1.0;28000.0;8259.0;29.5;ALTO;28000.0;19741.0;8259.0
JUNIO-2025;2029;RHIFISOL GOTAS NASALES;GERCO;65426.0;16.0;92800.0;27374.0;29.5;ALTO;5800.0;4089.12;1710.88
JUNIO-2025;6117;UNGUENTO # 100 X 50 GR;LABORATORIOS;541784.0;63.0;768600.0;226816.0;29.51;ALTO;12200.0;8599.75;3600.25
JUNIO-2025;1135;ACEITE DE RICINO X ONZA *IVA*;LAB LEON;285179.0;11.0;404800.0;119621.0;29.55;ALTO;36800.0;25925.36;10874.64
JUNIO-2025;2810;METOCARBAMOL 750 MG X 300 TAB;LAPROFF;625862.0;7.0;889000.0;263138.0;29.6;ALTO;127000.0;89408.86;37591.14
JUNIO-2025;5760;APETIFORT JALEA X 300 GR;NATURAL FRESHLY;133028.0;6.0;189000.0;55972.0;29.61;ALTO;31500.0;22171.33;9328.67
JUNIO-2025;4615;SOREL LOCION X 120 ML (HIDROQUINONA);SOREL;29142.0;3.0;41400.0;12258.0;29.61;ALTO;13800.0;9714.0;4086.0
JUNIO-2025;6614;ALERCET 10 MG X 10 CAPS ***;PROCAPS;101216.0;4.0;143800.0;42584.0;29.61;ALTO;35950.0;25304.0;10646.0
JUNIO-2025;7043;JABON QUIRURGICO X 60 ML (VIOXIN);ZUMOTEC;41501.0;10.0;59000.0;17500.0;29.66;ALTO;5900.0;4150.1;1749.9
JUNIO-2025;9000714;PREDNISOLONA 5MG X 30 TABL;MEMPHIS;17089.0;3.0;24300.0;7211.0;29.67;ALTO;8100.0;5696.33;2403.67
JUNIO-2025;1651;BIBERON 11 ONZ  (PTP-0019) OSO;HAPPY BABY;13783.0;4.0;19600.0;5817.0;29.68;ALTO;4900.0;3445.75;1454.25
JUNIO-2025;7292;LOSARTAN 50 MG X 150 TAB ***;TECNOQUIMICAS;252000.0;7.0;358400.0;106400.0;29.69;ALTO;51200.0;36000.0;15200.0
JUNIO-2025;4564;CITRATO DE MAGNESIO 400 MG X 60 TAB;INTERNATURALWORD;526651.0;34.0;749400.0;222749.0;29.72;ALTO;22041.18;15489.74;6551.44
JUNIO-2025;5821;TIAMINA 300 MG X 250 CAPS;NOVAMED;124160.0;3.0;176700.0;52540.0;29.73;ALTO;58900.0;41386.67;17513.33
JUNIO-2025;9000128;BACTRIM F 800/160 MG X 10 TAB;SIEGFRIED S.A;210600.0;6.0;299700.0;89100.0;29.73;ALTO;49950.0;35100.0;14850.0
JUNIO-2025;9001336;COLAGENO HIDROLIZADO X 60 CAPS;IMPOFAR;41584.0;4.0;59200.0;17616.0;29.76;ALTO;14800.0;10396.0;4404.0
JUNIO-2025;244;LACTATO DE RINGER BOLSA X 500 ML;BAXTER;10675.0;4.0;15200.0;4525.0;29.77;ALTO;3800.0;2668.75;1131.25
JUNIO-2025;7288;MICOFIX LOCION X 30 ML**;TECNOQUIMICAS;15800.0;1.0;22500.0;6700.0;29.78;ALTO;22500.0;15800.0;6700.0
JUNIO-2025;9000372;LIMAS PAQUETE X 10 UNID;LIKE COLOR;4914.0;1.0;7000.0;2086.0;29.8;ALTO;7000.0;4914.0;2086.0
JUNIO-2025;6393;TALCO ACIDO BORICO X 250 GR;PRODUCTOS ADRIANA;127654.0;30.0;181850.0;54196.0;29.8;ALTO;6061.67;4255.13;1806.54
JUNIO-2025;9001015;PAÃITOS HUMEDOS INFINITA X 100 UNDS;INFINITA;6723.0;2.0;9578.0;2855.0;29.81;ALTO;4789.0;3361.5;1427.5
