PERIODO;COD;DESCRIPCION;LABORATORIO;COSTO;UND_VEND;VLR_VENTA;UTILIDAD;RENTABILIDAD;CLASIFICACION;PRECIO_UNITARIO;COSTO_UNITARIO;MARGEN_UNITARIO
ABRIL-2025;5256;IBUFLASH ULTRA FORTE X 18 CAPS;TECNOQUIMICAS;56636.0;2.0;75600.0;18964.0;25.08;ALTO;37800.0;28318.0;9482.0
ABRIL-2025;6187;NAPROXENO 150 MG X 80 ML (NAPROX) ***;LABINCO;149653.0;47.0;199750.0;50097.0;25.08;ALTO;4250.0;3184.11;1065.89
ABRIL-2025;9000921;JANUMET 50/1000 MG X 56 TAB (SITAGLIPTI;INS NEUR;784000.0;8.0;1046400.0;262400.0;25.08;ALTO;130800.0;98000.0;32800.0
ABRIL-2025;9000921;JANUMET 50/1000 MG X 56 TAB (SITAGLIPTI;MSD;784000.0;8.0;1046400.0;262400.0;25.08;ALTO;130800.0;98000.0;32800.0
ABRIL-2025;2469;DIOXOGEN X 120 ML;JGB;158720.0;32.0;211900.0;53180.0;25.1;ALTO;6621.88;4960.0;1661.88
ABRIL-2025;6304;MUÃEQUERA DEPORTIVA AMBIDIESTRA  TUNEL C;LINEA MEDICA;112640.0;8.0;150600.0;37960.0;25.21;ALTO;18825.0;14080.0;4745.0
ABRIL-2025;6453;HIDROXICINA 25 MG X 20 TAB;MEMPHIS;13836.0;4.0;18500.0;4664.0;25.21;ALTO;4625.0;3459.0;1166.0
ABRIL-2025;9000702;MINOXIDIL SOLUCION 5% FRASCO X 60 ML;LAPROFF;264006.0;17.0;353200.0;89196.0;25.25;ALTO;20776.47;15529.76;5246.71
ABRIL-2025;9001009;SUPER PEGA INFINITA EN CARTON X 14 UNDS;INFINITA;21512.0;4.0;28778.0;7266.0;25.25;ALTO;7194.5;5378.0;1816.5
ABRIL-2025;3267;SONDA FOLEY # 18;ETERNA;59632.0;19.0;79800.0;20168.0;25.27;ALTO;4200.0;3138.53;1061.47
ABRIL-2025;4058;EVINET 0.75 MG X 2 TAB;COLMED;264300.0;60.0;353700.0;89400.0;25.28;ALTO;5895.0;4405.0;1490.0
ABRIL-2025;6713;PEDIASURE POLVO X 400 GR FRESA;ABBOTT;353700.0;9.0;473400.0;119700.0;25.29;ALTO;52600.0;39300.0;13300.0
ABRIL-2025;9000882;STAMYL FORTE X 20 TAB;GRUPO FARMA;102918.0;2.0;137800.0;34882.0;25.31;ALTO;68900.0;51459.0;17441.0
ABRIL-2025;9001068;ACIDO FUSIDICO 2% CREMA X 15 GR;LAPROFF;61808.0;12.0;82800.0;20992.0;25.35;ALTO;6900.0;5150.67;1749.33
ABRIL-2025;5093;EMULSION SCOTT X 180 ML;GLAXO;187175.0;15.0;251000.0;63825.0;25.43;ALTO;16733.33;12478.33;4255.0
ABRIL-2025;5847;COLOR 1 NEGRO SOBRE X 30 ML;LIKE COLOR;363719.0;122.0;488000.0;124281.0;25.47;ALTO;4000.0;2981.3;1018.7
ABRIL-2025;9000871;BRONCOASHAR X 120 ML (HEDERA HELIX + PRO;MEMPHIS;52144.0;4.0;70000.0;17856.0;25.51;ALTO;17500.0;13036.0;4464.0
ABRIL-2025;1682;CONDONES XTREM NORMAL X 3 UND;BCN;246925.0;85.0;331500.0;84575.0;25.51;ALTO;3900.0;2905.0;995.0
ABRIL-2025;9000794;OXIMETAZOLINA 0.25% X 15 ML***;LABORATORIOS;132000.0;24.0;177300.0;45300.0;25.55;ALTO;7387.5;5500.0;1887.5
ABRIL-2025;3147;CUCHILLA BISTURI # 11 *IVA*;LINEA MEDICA;98964.0;269.0;133000.0;34036.0;25.59;ALTO;494.42;367.9;126.52
ABRIL-2025;6961;ALBISAN *SUCRALFATO SUSP X 200 ML ***;INCOBRA;29389.0;1.0;39500.0;10111.0;25.6;ALTO;39500.0;29389.0;10111.0
ABRIL-2025;9000533;OXIMETRO DE PULSO A3 X 1 UNIDAD (PULSIOM;BIOMEDICOS;58403.0;1.0;78500.0;20097.0;25.6;ALTO;78500.0;58403.0;20097.0
ABRIL-2025;5934;DIACEREINA 50 MG X 30 CAPS;GENFAR;31937.0;1.0;43000.0;11063.0;25.73;ALTO;43000.0;31937.0;11063.0
ABRIL-2025;6255;MONTELUKAST 4 MG X 10 TAB ***;LA SANTE;23170.0;7.0;31200.0;8030.0;25.74;ALTO;4457.14;3310.0;1147.14
ABRIL-2025;5793;BISOLVON MAX TOS FLEMAS X 120 ML;BOEHRINGER;67708.0;2.0;91200.0;23492.0;25.76;ALTO;45600.0;33854.0;11746.0
ABRIL-2025;5128;MAREOL 50 MG X 72 TAB (DIMENHIDRINATO);PFIZER;289652.0;7.0;390200.0;100548.0;25.77;ALTO;55742.86;41378.86;14364.0
ABRIL-2025;2367;NEURO 15 FOSFORO X 20 CAPS;INCOBRA;770300.0;10.0;1039000.0;268700.0;25.86;ALTO;103900.0;77030.0;26870.0
ABRIL-2025;6616;BATA MANGA LARGA ZBJ  X 10 UND;ZIBOJECT;81512.0;2.0;110000.0;28488.0;25.9;ALTO;55000.0;40756.0;14244.0
ABRIL-2025;9001153;LOSARTAN 50 MG X 30 TAB;AMERICAN G;42757.0;13.0;57700.0;14943.0;25.9;ALTO;4438.46;3289.0;1149.46
ABRIL-2025;9000542;DURAFEX MUSCULAR ADVANCE X 18 CAPS;TECNOQUIMICAS;667184.0;16.0;900800.0;233616.0;25.93;ALTO;56300.0;41699.0;14601.0
ABRIL-2025;6734;CANDESARTAN 16 MG X 30 TAB;TECNOQUIMICAS;141300.0;9.0;190800.0;49500.0;25.94;ALTO;21200.0;15700.0;5500.0
ABRIL-2025;9000754;BELL BRONZER GEL AFTER SUN X 100 GR;NATURAL FRESHLY;40280.0;4.0;54400.0;14120.0;25.96;ALTO;13600.0;10070.0;3530.0
ABRIL-2025;4085;VICK VAPORUB X 12 LATAS;GENERICOS;473161.0;9.0;639400.0;166239.0;26.0;ALTO;71044.44;52573.44;18471.0
ABRIL-2025;2316;RODILLERA DEPORTIVA SIN VELCRO;ZIBOJECT;99900.0;6.0;135000.0;35100.0;26.0;ALTO;22500.0;16650.0;5850.0
ABRIL-2025;1335;BRONQUISAN BOMBONERA X 60 SOBRES;EL MANA;765945.0;9.0;1035000.0;269055.0;26.0;ALTO;115000.0;85105.0;29895.0
ABRIL-2025;5958;FLUOROMETALONA GOTAS X 5 ML (FLUMETOL);SOPHIA;27744.0;3.0;37500.0;9756.0;26.02;ALTO;12500.0;9248.0;3252.0
ABRIL-2025;4518;CEFALEXINA 250 MG X 60 ML;MEMPHIS;25146.0;4.0;34000.0;8854.0;26.04;ALTO;8500.0;6286.5;2213.5
ABRIL-2025;710;BISOLVON NIÃOS X 120 ML;BOEHRINGER;88585.0;4.0;119800.0;31215.0;26.06;ALTO;29950.0;22146.25;7803.75
ABRIL-2025;9001038;SULTAMICILINA 375 MG X 10 TAB (BACMICIN;BIOQUIFAR;170000.0;10.0;230000.0;60000.0;26.09;ALTO;23000.0;17000.0;6000.0
ABRIL-2025;7250;DICLOFENACO GOTAS OFTAL X 5 ML (FENACOF);BLASKOV;25500.0;3.0;34500.0;9000.0;26.09;ALTO;11500.0;8500.0;3000.0
ABRIL-2025;3838;CLORURO DE SODIO BOLSA X 250 ML;BAXTER;280342.0;103.0;379600.0;99258.0;26.15;ALTO;3685.44;2721.77;963.67
ABRIL-2025;1048;MEGA  VIT GOLD X 200 TAB;D.A.C;182400.0;2.0;247000.0;64600.0;26.15;ALTO;123500.0;91200.0;32300.0
ABRIL-2025;6424;DOLORSIN FEM X 36 CAPS;NOVAMED;116218.0;2.0;157400.0;41182.0;26.16;ALTO;78700.0;58109.0;20591.0
ABRIL-2025;1994;DIANTAL 800 MG X 100 TAB;SCANDINAVIA;1520573.0;10.0;2060000.0;539427.0;26.19;ALTO;206000.0;152057.3;53942.7
ABRIL-2025;9529;NULYTELY X 4 SOBRES ***;TECNOFARMA;233167.0;4.0;316000.0;82833.0;26.21;ALTO;79000.0;58291.75;20708.25
ABRIL-2025;6477;COLOR 1 PASTILLA NEGRO;LIKE COLOR;49280.0;40.0;66800.0;17520.0;26.23;ALTO;1670.0;1232.0;438.0
ABRIL-2025;1135;ACEITE DE RICINO X ONZA *IVA*;LAB LEON;285249.0;11.0;387000.0;101751.0;26.29;ALTO;35181.82;25931.73;9250.09
ABRIL-2025;4300;ASOBRONCOL X 120 ML;ROCIPHAR;43304.0;4.0;58760.0;15456.0;26.3;ALTO;14690.0;10826.0;3864.0
ABRIL-2025;2477;KOLA GRANULADA X 135 GR FRESA;JGB;95508.0;12.0;129600.0;34092.0;26.31;ALTO;10800.0;7959.0;2841.0
ABRIL-2025;9001001;TOBRAMICINA 0,3% SLN OFTA X 5 ML;MEMPHIS;115778.0;8.0;157127.0;41349.0;26.32;ALTO;19640.88;14472.25;5168.63
ABRIL-2025;240;DEXTROSA 5% EN AGUA BOLSA X 500 ML;BAXTER;358378.0;130.0;486400.0;128022.0;26.32;ALTO;3741.54;2756.75;984.79
ABRIL-2025;424;FUNGISTEROL CREMA TOPICA X 30 GR (KETOCO;LABQUIFAR;186564.0;32.0;253440.0;66876.0;26.39;ALTO;7920.0;5830.12;2089.88
ABRIL-2025;5594;TOR CREMA PROCTOLOGICA X 10 GR;BLASKOV;128310.0;15.0;174300.0;45990.0;26.39;ALTO;11620.0;8554.0;3066.0
ABRIL-2025;7294;FIXAMICIN DEXACIPRO GOTAS X 7.5 ML ***;TECNOQUIMICAS;132000.0;3.0;179400.0;47400.0;26.42;ALTO;59800.0;44000.0;15800.0
ABRIL-2025;6712;PEDIASURE POLVO X 400 GR VAINILLA;ABBOTT;657900.0;17.0;894200.0;236300.0;26.43;ALTO;52600.0;38700.0;13900.0
ABRIL-2025;6980;ALCOHOL ANTISEPTICO X 120 ML;TECNOQUIMICAS;55308.0;22.0;75200.0;19892.0;26.45;ALTO;3418.18;2514.0;904.18
ABRIL-2025;5094;NITAZOXANIDA 500 MG X 6 TAB (XINPA);WHESTHER;388477.0;33.0;528500.0;140023.0;26.49;ALTO;16015.15;11772.03;4243.12
ABRIL-2025;9000100;SULFADIAZINA DE PLATA X 30 GR (BIOTRIZIN;SIN LINEA;41376.0;8.0;56300.0;14924.0;26.51;ALTO;7037.5;5172.0;1865.5
ABRIL-2025;6732;MELOXICAM 7.5 MG X 90 CAPS (NIFLAMIN)**;BOEHRINGER;830000.0;2.0;1130000.0;300000.0;26.55;ALTO;565000.0;415000.0;150000.0
ABRIL-2025;731;KENACORT- A 10 MG X 5 ML***;BRISTOL;262340.0;8.0;357200.0;94860.0;26.56;ALTO;44650.0;32792.5;11857.5
ABRIL-2025;9000658;GUANTE EXAMEN XS X 100;ETERNA;211589.0;17.0;288150.0;76561.0;26.57;ALTO;16950.0;12446.41;4503.59
ABRIL-2025;9000990;BOTIQUIN PERSONAL VERDE ECONOMICO;INVERFARMA;341460.0;18.0;465000.0;123540.0;26.57;ALTO;25833.33;18970.0;6863.33
ABRIL-2025;7266;DIPROFOS 7 MG X AMP ***;INS NEUR;175764.0;6.0;239400.0;63636.0;26.58;ALTO;39900.0;29294.0;10606.0
ABRIL-2025;7266;DIPROFOS 7 MG X AMP ***;MSD;175764.0;6.0;239400.0;63636.0;26.58;ALTO;39900.0;29294.0;10606.0
ABRIL-2025;9000992;CATETER INTRAVENOSO ALFA #14;ALFA TRANDING;123000.0;82.0;167580.0;44580.0;26.6;ALTO;2043.66;1500.0;543.66
ABRIL-2025;6050;MICROGYNON SUAVE X 21 TAB;TECNOFARMA;40585.0;7.0;55300.0;14715.0;26.61;ALTO;7900.0;5797.86;2102.14
ABRIL-2025;5882;CEFALEXINA 250 MG X 60 ML;AMERICAN G;11594.0;2.0;15800.0;4206.0;26.62;ALTO;7900.0;5797.0;2103.0
ABRIL-2025;9001222;PREGABALINA 75 X 30 CAPS (LYRICA)**;PFIZER;185621.0;7.0;253000.0;67383.0;26.63;ALTO;36142.86;26517.29;9625.57
ABRIL-2025;6719;CEFRADINA 500 MG X 24 CAPS ***;RECIPE;155520.0;12.0;212000.0;56480.0;26.64;ALTO;17666.67;12960.0;4706.67
ABRIL-2025;11;FUNGISTEROL SHAMPOO X 200 ML (KETOCONAZO;LABQUIFAR;215961.0;10.0;294400.0;78439.0;26.64;ALTO;29440.0;21596.1;7843.9
ABRIL-2025;6662;DIPIRONA 2.5 MG X AMP***;BLASKOV;24940.0;20.0;34000.0;9060.0;26.65;ALTO;1700.0;1247.0;453.0
ABRIL-2025;2504;DRAMAMINE 50 MG X 24 TAB;JHONSON;157278.0;11.0;214500.0;57224.0;26.68;ALTO;19500.0;14298.0;5202.0
ABRIL-2025;444;CEFRADINA 250 MG X 100 ML (KLIACEF)***;LABQUIFAR;190038.0;18.0;259200.0;69162.0;26.68;ALTO;14400.0;10557.67;3842.33
ABRIL-2025;6707;ENSURE ADVANCE X 850 GR VAINILLA;ABBOTT;1867600.0;23.0;2548400.0;680800.0;26.71;ALTO;110800.0;81200.0;29600.0
ABRIL-2025;6241;DICLOFENACO GEL X 30 GR (ATLETICS) ***;ECAR;110400.0;23.0;150700.0;40300.0;26.74;ALTO;6552.17;4800.0;1752.17
ABRIL-2025;1114;GASTROFULL MAX X 24 SOBRES;COASPHARMA;29150.0;1.0;39800.0;10650.0;26.76;ALTO;39800.0;29150.0;10650.0
ABRIL-2025;9000734;ZOPICLONA 7.5 MG X 50 TAB;LAPROFF;87710.0;5.0;119750.0;32040.0;26.76;ALTO;23950.0;17542.0;6408.0
ABRIL-2025;2956;VITAMINA C 500 MG X 100 TAB NARANJA;LA SANTE;1199823.0;59.0;1639530.0;439707.0;26.82;ALTO;27788.64;20335.98;7452.66
ABRIL-2025;5950;LINAZA EN PEPA X 50 SOBRES;PRODUCTOS ADRIANA;10975.0;1.0;15000.0;4025.0;26.83;ALTO;15000.0;10975.0;4025.0
ABRIL-2025;2478;CITROMEL FCO X 310 ML;JGB;369462.0;23.0;505000.0;135538.0;26.84;ALTO;21956.52;16063.57;5892.95
ABRIL-2025;9000386;FEXOFENADINA 30 MG SUSP X 120 ML;MEMPHIS;49377.0;3.0;67500.0;18123.0;26.85;ALTO;22500.0;16459.0;6041.0
ABRIL-2025;7252;MAXITROL GOTAS X 5 ML (POLI+NEO+DEXA);NOVARTIS;31200.0;1.0;42700.0;11500.0;26.93;ALTO;42700.0;31200.0;11500.0
ABRIL-2025;9000372;LIMAS PAQUETE X 10 UNID;LIKE COLOR;19656.0;4.0;26900.0;7244.0;26.93;ALTO;6725.0;4914.0;1811.0
ABRIL-2025;1347;DEXAMETASONA 8 MG X AMP;FARMIONI;581020.0;1125.0;795800.0;214781.0;26.99;ALTO;707.38;516.46;190.92
ABRIL-2025;1725;METRONIDAZOL 500 MG X 100 TAB ***;GENFAR;81000.0;6.0;111000.0;30000.0;27.03;ALTO;18500.0;13500.0;5000.0
ABRIL-2025;9000376;CLORURO DE MAGNESIO X 200 CAPS;NATURAL FRESHLY;40482.0;1.0;55500.0;15018.0;27.06;ALTO;55500.0;40482.0;15018.0
ABRIL-2025;5957;ACEITE BALSAMO TRANQUILO X ONZA (ESENCIA;LAB LEON;56160.0;2.0;77000.0;20840.0;27.06;ALTO;38500.0;28080.0;10420.0
ABRIL-2025;4564;CITRATO DE MAGNESIO 400 MG X 60 TAB;INTERNATURALWORD;627199.0;43.0;860100.0;232901.0;27.08;ALTO;20002.33;14586.02;5416.31
ABRIL-2025;5322;VITAMINA C 500 MG X 144 TAB NARANJA (VIC;ECAR;128910.0;6.0;177000.0;48090.0;27.17;ALTO;29500.0;21485.0;8015.0
ABRIL-2025;5337;VITAMINA C 500 MG X 144 TAB TUTTI FRUTI;ECAR;42970.0;2.0;59000.0;16030.0;27.17;ALTO;29500.0;21485.0;8015.0
ABRIL-2025;7112;ANTIDOL X 3 AMP;REMO;29858.0;2.0;41000.0;11143.0;27.18;ALTO;20500.0;14929.0;5571.0
ABRIL-2025;1153;PASEDOL 50 MG X 100 TAB (DIMENHIDRINATO);ECAR;106152.0;4.0;145799.0;39647.0;27.19;ALTO;36449.75;26538.0;9911.75
ABRIL-2025;2799;TINTURA DE RUIBARBO X ONZA;LAB LEON;21400.0;1.0;29400.0;8000.0;27.21;ALTO;29400.0;21400.0;8000.0
ABRIL-2025;6094;LIDOCAINA CARPULES X 50 UND (NEWCAINA);NEW FHARMA;515079.0;8.0;708300.0;193221.0;27.28;ALTO;88537.5;64384.88;24152.62
ABRIL-2025;1122;TESTOVIRON 250 MG X 1 ML AMP***;BAYER;522000.0;18.0;718300.0;196300.0;27.33;ALTO;39905.56;29000.0;10905.56
ABRIL-2025;1913;TRIANOREXIL 25 MG X 20 TAB;QUIMICA PATRIC;269501.0;22.0;371150.0;101649.0;27.39;ALTO;16870.45;12250.05;4620.4
ABRIL-2025;2838;LORATADINA JARABE X 100 ML;LAPROFF;12850.0;3.0;17700.0;4850.0;27.4;ALTO;5900.0;4283.33;1616.67
ABRIL-2025;1536;AMLODIPINO 5 MG X 10 TAB;MEMPHIS;6094.0;4.0;8400.0;2306.0;27.45;ALTO;2100.0;1523.5;576.5
ABRIL-2025;6514;BETADUO AMP PRELLENADA X 2 ML ***;PROCAPS;304000.0;8.0;419000.0;115000.0;27.45;ALTO;52375.0;38000.0;14375.0
ABRIL-2025;3613;NEOFUNGINA TALCO X 100 GR;NEO;53541.0;2.0;73800.0;20259.0;27.45;ALTO;36900.0;26770.5;10129.5
ABRIL-2025;2740;BETAMETASONA 0.05% CREMA X 20 GR;AMERICAN G;26406.0;6.0;36400.0;9994.0;27.46;ALTO;6066.67;4401.0;1665.67
ABRIL-2025;6411;CREMOR TARTARO X 50 SOBRES;PRODUCTOS ADRIANA;53256.0;3.0;73500.0;20244.0;27.54;ALTO;24500.0;17752.0;6748.0
ABRIL-2025;6404;SONDA FOLEY # 22;ETERNA;7100.0;2.0;9800.0;2700.0;27.55;ALTO;4900.0;3550.0;1350.0
ABRIL-2025;6831;COLESTIRAMINA SOBRE X 4 GR ***;GENFAR;46200.0;22.0;63800.0;17600.0;27.59;ALTO;2900.0;2100.0;800.0
ABRIL-2025;3954;MERTHIOLITO X ONZA;LAB LEON;56160.0;2.0;77567.0;21407.0;27.6;ALTO;38783.5;28080.0;10703.5
ABRIL-2025;5992;KIT CALIPSO MEDIO ORAL-PLUS (CEP+ENJUA+P;ORAL PLUS;60802.0;8.0;84000.0;23198.0;27.62;ALTO;10500.0;7600.25;2899.75
ABRIL-2025;2215;CLORURO DE SODIO BOLSA X 100 ML;BAXTER;64470.0;27.0;89100.0;24630.0;27.64;ALTO;3300.0;2387.78;912.22
ABRIL-2025;714;DULCOLAX 5 MG X 20 TAB;BOEHRINGER;152447.0;7.0;210700.0;58253.0;27.65;ALTO;30100.0;21778.14;8321.86
ABRIL-2025;9000903;ACICLOVIR SUSP X 90 ML;ANGLOPHARMA;126907.0;11.0;175500.0;48593.0;27.69;ALTO;15954.55;11537.0;4417.55
ABRIL-2025;9001198;VENDA ALGODON LAMINADO 5X5;INVERFARMA;8460.0;3.0;11700.0;3240.0;27.69;ALTO;3900.0;2820.0;1080.0
ABRIL-2025;6184;METOCARBAMOL 750 MG X 10 TAB;MEMPHIS;16773.0;4.0;23200.0;6427.0;27.7;ALTO;5800.0;4193.25;1606.75
ABRIL-2025;6614;ALERCET 10 MG X 10 CAPS ***;PROCAPS;177128.0;7.0;245000.0;67872.0;27.7;ALTO;35000.0;25304.0;9696.0
ABRIL-2025;4459;DIPIRONA 500 MG X 50 TAB (NOVALGINA);SANOFI;152194.0;2.0;210500.0;58306.0;27.7;ALTO;105250.0;76097.0;29153.0
ABRIL-2025;262;ASPIRINA EFERVESCENTE X 50 TAB;BAYER;222000.0;6.0;307100.0;85100.0;27.71;ALTO;51183.33;37000.0;14183.33
ABRIL-2025;2894;NAPROXENO 250 MG X 300 TAB;LAPROFF;95760.0;2.0;132500.0;36740.0;27.73;ALTO;66250.0;47880.0;18370.0
ABRIL-2025;6806;CETIRIZINA GOTAS X 15 ML ***;GENFAR;39600.0;8.0;54800.0;15200.0;27.74;ALTO;6850.0;4950.0;1900.0
ABRIL-2025;6827;ACIDO RETINOICO CREMA X 30 GR;QUIFAR;268974.0;17.0;372300.0;103326.0;27.75;ALTO;21900.0;15822.0;6078.0
ABRIL-2025;3543;BURETRA EQUIPO X 150 ML;ZIBOJECT;145600.0;42.0;201600.0;56000.0;27.78;ALTO;4800.0;3466.67;1333.33
ABRIL-2025;3087;SAL DE INGLATERRA X 50 SOBRES;PRODUCTOS ADRIANA;10472.0;1.0;14500.0;4028.0;27.78;ALTO;14500.0;10472.0;4028.0
ABRIL-2025;6888;TIAMINA 1 GR 10 ML X AMP;ECAR;68598.0;10.0;95000.0;26402.0;27.79;ALTO;9500.0;6859.8;2640.2
ABRIL-2025;3818;CEFALEXINA 500 MG X 300 CAPS ***;GENFAR;692291.0;6.0;959000.0;266709.0;27.81;ALTO;159833.33;115381.83;44451.5
ABRIL-2025;6772;SONDA FOLEY # 12;ETERNA;9744.0;3.0;13500.0;3756.0;27.82;ALTO;4500.0;3248.0;1252.0
ABRIL-2025;7034;PODOFILINA SOLUCION X 5 ML (CONDILOM) *;BUSSIE;252014.0;9.0;349200.0;97186.0;27.83;ALTO;38800.0;28001.56;10798.44
ABRIL-2025;320;ASPIRINA ULTRA 500 MG X 100 TAB;BAYER;115040.0;2.0;159400.0;44360.0;27.83;ALTO;79700.0;57520.0;22180.0
ABRIL-2025;9000611;VITAMINA D3 2000 UI X 90 TABL;LAB MEDICK S.A.S;33559.0;3.0;46500.0;12941.0;27.83;ALTO;15500.0;11186.33;4313.67
ABRIL-2025;6607;YODORA CREMA X 32 GR (OFERTA 1+1);TECNOQUIMICAS;81540.0;6.0;113000.0;31460.0;27.84;ALTO;18833.33;13590.0;5243.33
ABRIL-2025;6233;PARCHE PARA HERIDA 6 X 8 (APOSITO);HC MEDICAL;45387.0;74.0;62900.0;17514.0;27.84;ALTO;850.0;613.34;236.66
ABRIL-2025;4036;MANTECA DE CACAO MINILABIAL X 12 *IVA*;PRODUCTOS ADRIANA;78572.0;11.0;108900.0;30328.0;27.85;ALTO;9900.0;7142.91;2757.09
ABRIL-2025;9000999;TERMOMETRO KIDS DIG PUNTA FLEXIBLE;INVERFARMA;47600.0;4.0;66000.0;18400.0;27.88;ALTO;16500.0;11900.0;4600.0
ABRIL-2025;6887;NEOFUNGINA TALCO X 40 GR;NEO;73116.0;6.0;101400.0;28284.0;27.89;ALTO;16900.0;12186.0;4714.0
ABRIL-2025;6762;SONDA FOLEY # 10;ETERNA;9300.0;3.0;12900.0;3600.0;27.91;ALTO;4300.0;3100.0;1200.0
ABRIL-2025;9000404;BARDOT RUBOR VANITY #6 X 4 GR;BARDOT;7639.0;2.0;10600.0;2961.0;27.93;ALTO;5300.0;3819.5;1480.5
ABRIL-2025;2485;CATETER INTRAVENOSO ZIBOJECT # 18;ZIBOJECT;27368.0;20.0;38000.0;10632.0;27.98;ALTO;1900.0;1368.4;531.6
ABRIL-2025;9000592;PROCICAR NF CREMA  X 60 GR***;MEDIHEALTH;40617.0;1.0;56400.0;15783.0;27.98;ALTO;56400.0;40617.0;15783.0
ABRIL-2025;9000516;ZINCO X 120 ML (SULFATO DE ZINC);LICOL;81800.0;8.0;113600.0;31800.0;27.99;ALTO;14200.0;10225.0;3975.0
ABRIL-2025;1811;DESLORATADINA JARABE X 120 ML (CRISTHALE;RUECAM;108000.0;12.0;150000.0;42000.0;28.0;ALTO;12500.0;9000.0;3500.0
ABRIL-2025;6900;BETADUO 2 ML X AMP***;PROCAPS;4160998.0;165.0;5779000.0;1618003.0;28.0;ALTO;35024.24;25218.17;9806.07
ABRIL-2025;1735;AMPICILINA 250 MG X 60 ML ***;LA SANTE;42094.0;13.0;58500.0;16406.0;28.04;ALTO;4500.0;3238.0;1262.0
ABRIL-2025;649;NIMODIPINO 30 MG X 30 TAB (ORBEREC);BLASKOV;59967.0;6.0;83377.0;23410.0;28.08;ALTO;13896.17;9994.5;3901.67
ABRIL-2025;6230;ACIDO BORICO X 500 GR *IVA*;PRODUCTOS ADRIANA;33445.0;5.0;46500.0;13055.0;28.08;ALTO;9300.0;6689.0;2611.0
ABRIL-2025;2004;BIBERON 8 ONZ (PTP0008) DOBLE MANIJA ERG;HAPPY BABY;17251.0;5.0;24000.0;6749.0;28.12;ALTO;4800.0;3450.2;1349.8
ABRIL-2025;5414;TRIMETOPRIM S 80/400 X 60***;ECAR;4025.0;1.0;5600.0;1575.0;28.13;ALTO;5600.0;4025.0;1575.0
ABRIL-2025;6803;LOMOTIL X 48 TAB ***;GRUNENTHAL;300000.0;5.0;417500.0;117500.0;28.14;ALTO;83500.0;60000.0;23500.0
ABRIL-2025;17;FUNGISTEROL SUSP X 60 ML (KETOCONAZOL;LABQUIFAR;80760.0;15.0;112500.0;31740.0;28.21;ALTO;7500.0;5384.0;2116.0
ABRIL-2025;6743;MUVETT S X 60 TAB**;PROCAPS;2618055.0;41.0;3648100.0;1030045.0;28.24;ALTO;88978.05;63855.0;25123.05
ABRIL-2025;6218;IBUPROFENO 400 MG X 300 TAB;LAPROFF;42900.0;1.0;59800.0;16900.0;28.26;ALTO;59800.0;42900.0;16900.0
ABRIL-2025;9001234;SIMETIL MENTA X 360 ML;BEST;11909.0;1.0;16600.0;4691.0;28.26;ALTO;16600.0;11909.0;4691.0
ABRIL-2025;7115;OLANZAPINA 10 MG X 60 TAB ***;LA SANTE;16140.0;1.0;22500.0;6360.0;28.27;ALTO;22500.0;16140.0;6360.0
ABRIL-2025;1908;TRIMETOPRIM F 160/800 MG X 100 TAB;GENFAR;83200.0;4.0;116000.0;32800.0;28.28;ALTO;29000.0;20800.0;8200.0
ABRIL-2025;6645;HIDROXIDO ALUM + SIMET X 360 ML ***;COASPHARMA;249326.0;34.0;347680.0;98354.0;28.29;ALTO;10225.88;7333.12;2892.76
